id_nodo,tipo_nodo,riesgo_alto
N-37466,persona_natural,0
N-19261,persona_natural,0
N-20373,persona_natural,1
P-10686,persona_juridica,0
UT-13796,union_temporal,0
N-24626,persona_natural,0
N-11883,persona_natural,0
P-49349,persona_juridica,0
N-01013,persona_natural,0
P-47861,persona_juridica,0
P-18073,persona_juridica,0
N-01670,persona_natural,1
P-37183,persona_juridica,0
N-32433,persona_natural,1
P-31418,persona_juridica,0
P-01073,persona_juridica,0
P-07610,persona_juridica,0
N-29640,persona_natural,0
N-30517,persona_natural,1
N-29447,persona_natural,0
UT-12423,union_temporal,0
P-38941,persona_juridica,0
P-06831,persona_juridica,0
N-06999,persona_natural,0
P-30355,persona_juridica,0
N-37844,persona_natural,0
P-47474,persona_juridica,0
N-17744,persona_natural,0
P-46512,persona_juridica,0
P-05557,persona_juridica,0
N-33324,persona_natural,0
P-04413,persona_juridica,1
P-28440,persona_juridica,0
N-05347,persona_natural,1
P-24164,persona_juridica,0
P-07339,persona_juridica,0
UT-20210,union_temporal,0
N-36043,persona_natural,0
P-42857,persona_juridica,0
N-26358,persona_natural,1
N-25066,persona_natural,1
N-07417,persona_natural,0
P-36413,persona_juridica,0
N-16173,persona_natural,0
N-26245,persona_natural,1
N-11089,persona_natural,0
N-21188,persona_natural,1
UT-1071,union_temporal,0
P-40531,persona_juridica,0
P-12106,persona_juridica,0
N-33556,persona_natural,0
N-13728,persona_natural,0
N-05866,persona_natural,1
P-27624,persona_juridica,0
N-01327,persona_natural,0
P-44561,persona_juridica,0
P-17737,persona_juridica,0
P-12370,persona_juridica,0
N-13468,persona_natural,0
P-15825,persona_juridica,1
N-13603,persona_natural,0
N-29841,persona_natural,1
P-28711,persona_juridica,1
N-04844,persona_natural,0
N-02648,persona_natural,0
UT-10436,union_temporal,0
P-37766,persona_juridica,0
N-35388,persona_natural,0
N-22770,persona_natural,0
P-19146,persona_juridica,0
P-31461,persona_juridica,1
P-14828,persona_juridica,0
N-18763,persona_natural,0
UT-21813,union_temporal,0
P-49748,persona_juridica,0
P-09611,persona_juridica,1
P-36236,persona_juridica,1
P-26118,persona_juridica,0
N-17554,persona_natural,1
N-16205,persona_natural,0
N-36155,persona_natural,0
N-14647,persona_natural,0
N-08440,persona_natural,0
N-06742,persona_natural,0
P-45548,persona_juridica,0
N-26329,persona_natural,1
N-30157,persona_natural,0
P-18301,persona_juridica,0
N-01374,persona_natural,0
P-45326,persona_juridica,0
N-36178,persona_natural,0
N-26766,persona_natural,0
N-15611,persona_natural,0
P-09784,persona_juridica,0
P-06144,persona_juridica,0
N-05307,persona_natural,0
P-31228,persona_juridica,1
N-19958,persona_natural,0
P-43477,persona_juridica,0
P-35032,persona_juridica,0
P-27501,persona_juridica,0
N-25052,persona_natural,0
P-26222,persona_juridica,0
N-12555,persona_natural,0
P-50457,persona_juridica,0
P-07343,persona_juridica,0
N-06914,persona_natural,0
P-34356,persona_juridica,0
N-36208,persona_natural,0
P-11350,persona_juridica,0
N-10969,persona_natural,0
N-26001,persona_natural,0
N-29367,persona_natural,0
P-01992,persona_juridica,0
P-14891,persona_juridica,0
N-05484,persona_natural,0
P-12415,persona_juridica,0
P-36729,persona_juridica,0
P-13938,persona_juridica,0
N-19543,persona_natural,1
N-00452,persona_natural,0
N-07134,persona_natural,0
N-18094,persona_natural,0
P-06345,persona_juridica,1
P-04484,persona_juridica,0
P-47194,persona_juridica,1
P-32819,persona_juridica,0
P-40065,persona_juridica,0
P-18794,persona_juridica,0
N-33597,persona_natural,0
N-32601,persona_natural,1
P-46478,persona_juridica,0
UT-16963,union_temporal,0
P-14859,persona_juridica,0
P-49631,persona_juridica,0
P-39977,persona_juridica,1
N-06463,persona_natural,0
N-03172,persona_natural,0
P-18328,persona_juridica,0
P-22924,persona_juridica,0
N-23281,persona_natural,1
N-36650,persona_natural,0
N-07738,persona_natural,0
P-39344,persona_juridica,0
P-29068,persona_juridica,0
UT-5958,union_temporal,0
UT-10539,union_temporal,0
P-05583,persona_juridica,0
N-10321,persona_natural,0
P-01569,persona_juridica,1
N-26373,persona_natural,0
N-34517,persona_natural,0
N-11629,persona_natural,0
N-06388,persona_natural,0
P-49602,persona_juridica,0
P-28242,persona_juridica,1
P-28124,persona_juridica,0
P-35235,persona_juridica,0
N-04531,persona_natural,0
P-26692,persona_juridica,1
N-13950,persona_natural,0
P-17192,persona_juridica,0
UT-2558,union_temporal,0
P-17642,persona_juridica,0
P-40096,persona_juridica,1
N-11086,persona_natural,0
P-19597,persona_juridica,0
N-02896,persona_natural,0
P-31726,persona_juridica,0
N-35847,persona_natural,1
P-26132,persona_juridica,0
N-19321,persona_natural,0
P-23187,persona_juridica,0
N-27189,persona_natural,0
N-20032,persona_natural,1
N-10987,persona_natural,0
P-49708,persona_juridica,0
P-42471,persona_juridica,0
N-16487,persona_natural,0
P-13619,persona_juridica,0
N-01402,persona_natural,0
P-28448,persona_juridica,0
P-49938,persona_juridica,0
N-17194,persona_natural,0
UT-34665,union_temporal,0
UT-18594,union_temporal,0
P-04102,persona_juridica,0
N-13947,persona_natural,0
P-41500,persona_juridica,0
P-02531,persona_juridica,0
N-16170,persona_natural,0
P-07585,persona_juridica,0
N-22780,persona_natural,0
P-32534,persona_juridica,0
N-04471,persona_natural,0
N-18100,persona_natural,0
UT-33634,union_temporal,0
P-44738,persona_juridica,0
P-12324,persona_juridica,1
N-26461,persona_natural,0
N-26932,persona_natural,0
N-15959,persona_natural,0
P-10975,persona_juridica,0
P-43013,persona_juridica,1
P-34592,persona_juridica,1
N-14436,persona_natural,0
N-26349,persona_natural,0
UT-23848,union_temporal,0
P-48109,persona_juridica,0
P-39615,persona_juridica,0
N-25104,persona_natural,0
P-03124,persona_juridica,0
P-00391,persona_juridica,0
N-19879,persona_natural,0
P-21410,persona_juridica,0
P-09529,persona_juridica,0
P-01053,persona_juridica,1
P-07022,persona_juridica,0
P-09574,persona_juridica,0
P-46517,persona_juridica,0
P-47826,persona_juridica,0
N-10847,persona_natural,0
N-26590,persona_natural,0
N-29971,persona_natural,0
P-46215,persona_juridica,0
P-18638,persona_juridica,0
P-37918,persona_juridica,0
P-47661,persona_juridica,0
P-28354,persona_juridica,0
N-27502,persona_natural,0
N-28937,persona_natural,0
P-15424,persona_juridica,0
N-32800,persona_natural,0
N-06090,persona_natural,0
N-27090,persona_natural,0
N-10211,persona_natural,0
P-11385,persona_juridica,0
P-36818,persona_juridica,0
P-15149,persona_juridica,0
N-35364,persona_natural,0
N-05743,persona_natural,1
N-36769,persona_natural,0
P-23311,persona_juridica,0
P-18283,persona_juridica,0
P-24728,persona_juridica,0
N-22075,persona_natural,0
P-05674,persona_juridica,1
P-19332,persona_juridica,0
UT-23761,union_temporal,0
P-38122,persona_juridica,0
P-14393,persona_juridica,0
N-22712,persona_natural,1
UT-40928,union_temporal,0
P-43552,persona_juridica,0
N-17911,persona_natural,0
N-10020,persona_natural,0
P-35917,persona_juridica,0
P-40740,persona_juridica,0
P-47853,persona_juridica,1
N-32439,persona_natural,0
UT-46517,union_temporal,0
P-00606,persona_juridica,0
P-35436,persona_juridica,0
N-07363,persona_natural,0
N-25726,persona_natural,0
P-02975,persona_juridica,0
P-48437,persona_juridica,1
P-03621,persona_juridica,0
P-44241,persona_juridica,0
N-03923,persona_natural,0
UT-6001,union_temporal,0
N-00433,persona_natural,0
N-12848,persona_natural,0
P-11278,persona_juridica,0
N-25057,persona_natural,1
N-34807,persona_natural,0
P-21904,persona_juridica,0
UT-45709,union_temporal,0
P-49187,persona_juridica,0
P-14217,persona_juridica,0
P-41457,persona_juridica,0
P-00026,persona_juridica,0
N-00054,persona_natural,0
UT-9356,union_temporal,0
N-24738,persona_natural,0
N-22306,persona_natural,0
P-38603,persona_juridica,0
P-44185,persona_juridica,0
P-37021,persona_juridica,0
P-45217,persona_juridica,0
N-08375,persona_natural,0
N-13999,persona_natural,0
N-11576,persona_natural,0
P-44181,persona_juridica,0
N-29777,persona_natural,0
P-42033,persona_juridica,0
N-15850,persona_natural,0
P-49179,persona_juridica,0
P-36010,persona_juridica,0
P-05631,persona_juridica,0
P-15626,persona_juridica,0
P-01006,persona_juridica,0
P-13746,persona_juridica,0
N-05530,persona_natural,1
P-31912,persona_juridica,0
P-33906,persona_juridica,0
P-34269,persona_juridica,0
N-11617,persona_natural,0
P-37204,persona_juridica,0
N-02770,persona_natural,0
P-05785,persona_juridica,1
N-31174,persona_natural,0
N-23350,persona_natural,1
P-48930,persona_juridica,0
P-16132,persona_juridica,0
P-28794,persona_juridica,0
P-25348,persona_juridica,0
UT-14217,union_temporal,0
N-22583,persona_natural,0
N-10704,persona_natural,0
N-09036,persona_natural,0
N-28374,persona_natural,0
N-20324,persona_natural,0
N-31638,persona_natural,0
N-11984,persona_natural,1
N-19318,persona_natural,1
P-29898,persona_juridica,0
N-15923,persona_natural,0
P-37042,persona_juridica,0
P-46219,persona_juridica,1
N-36892,persona_natural,0
N-32676,persona_natural,0
P-48762,persona_juridica,1
N-11666,persona_natural,0
N-03736,persona_natural,0
P-27024,persona_juridica,0
N-37900,persona_natural,0
N-28304,persona_natural,0
N-05896,persona_natural,0
N-11599,persona_natural,0
UT-11782,union_temporal,0
P-25853,persona_juridica,0
P-37054,persona_juridica,0
P-21506,persona_juridica,0
P-45029,persona_juridica,0
N-00570,persona_natural,1
P-01054,persona_juridica,0
P-19006,persona_juridica,0
N-18233,persona_natural,0
UT-18634,union_temporal,0
N-22004,persona_natural,0
P-38166,persona_juridica,0
N-17284,persona_natural,0
N-30088,persona_natural,0
P-25763,persona_juridica,0
P-00891,persona_juridica,1
P-31191,persona_juridica,0
UT-12566,union_temporal,0
N-09942,persona_natural,0
N-13852,persona_natural,0
N-12105,persona_natural,0
N-22480,persona_natural,0
N-18508,persona_natural,0
P-05001,persona_juridica,0
P-04821,persona_juridica,0
N-18181,persona_natural,0
P-13256,persona_juridica,1
P-17367,persona_juridica,0
N-13792,persona_natural,0
N-08078,persona_natural,0
P-33379,persona_juridica,0
P-14589,persona_juridica,1
P-22149,persona_juridica,0
P-37949,persona_juridica,0
N-15908,persona_natural,0
N-21487,persona_natural,0
P-25940,persona_juridica,0
UT-36277,union_temporal,0
P-26022,persona_juridica,0
N-11660,persona_natural,0
P-45355,persona_juridica,0
N-34302,persona_natural,1
N-31828,persona_natural,0
P-12810,persona_juridica,0
P-27316,persona_juridica,1
UT-44123,union_temporal,0
P-02498,persona_juridica,0
N-09690,persona_natural,0
P-27655,persona_juridica,0
N-26346,persona_natural,0
P-41664,persona_juridica,0
N-14585,persona_natural,0
P-04063,persona_juridica,1
N-21879,persona_natural,0
N-05768,persona_natural,0
N-23264,persona_natural,0
N-35915,persona_natural,0
P-16998,persona_juridica,0
P-37912,persona_juridica,0
N-05941,persona_natural,0
P-37407,persona_juridica,0
P-41945,persona_juridica,0
P-28175,persona_juridica,0
N-04474,persona_natural,0
N-21614,persona_natural,1
P-48160,persona_juridica,0
P-07306,persona_juridica,0
N-02345,persona_natural,0
P-21653,persona_juridica,0
P-18866,persona_juridica,0
P-31964,persona_juridica,0
P-38466,persona_juridica,0
N-27449,persona_natural,0
P-11220,persona_juridica,0
P-29780,persona_juridica,0
N-05399,persona_natural,0
P-33765,persona_juridica,0
N-04340,persona_natural,0
N-29149,persona_natural,1
P-27350,persona_juridica,0
P-43202,persona_juridica,0
P-12946,persona_juridica,0
N-00328,persona_natural,0
N-15817,persona_natural,0
N-21637,persona_natural,1
N-27661,persona_natural,0
N-35645,persona_natural,0
N-09135,persona_natural,1
P-32614,persona_juridica,0
P-43133,persona_juridica,0
P-43332,persona_juridica,0
UT-39404,union_temporal,0
N-05362,persona_natural,0
N-12949,persona_natural,0
UT-39617,union_temporal,0
P-35525,persona_juridica,0
UT-40430,union_temporal,0
P-47554,persona_juridica,0
N-31271,persona_natural,0
P-44852,persona_juridica,0
N-22708,persona_natural,1
N-15000,persona_natural,0
P-40956,persona_juridica,0
N-27683,persona_natural,0
N-37498,persona_natural,0
N-37517,persona_natural,0
N-29901,persona_natural,1
N-10184,persona_natural,0
N-37437,persona_natural,0
N-11940,persona_natural,0
N-09876,persona_natural,0
P-31573,persona_juridica,0
N-30957,persona_natural,0
UT-20580,union_temporal,0
UT-0321,union_temporal,0
N-04385,persona_natural,0
P-33084,persona_juridica,0
P-09982,persona_juridica,0
N-06216,persona_natural,0
UT-24245,union_temporal,0
N-03231,persona_natural,0
N-21491,persona_natural,0
P-39104,persona_juridica,0
P-24495,persona_juridica,0
N-28704,persona_natural,0
P-47153,persona_juridica,0
N-17671,persona_natural,1
N-11049,persona_natural,0
P-22641,persona_juridica,0
N-23561,persona_natural,0
N-01620,persona_natural,1
N-35737,persona_natural,1
UT-29752,union_temporal,0
P-46844,persona_juridica,1
N-37589,persona_natural,0
P-25020,persona_juridica,0
P-16411,persona_juridica,0
N-13564,persona_natural,0
N-06074,persona_natural,0
N-34056,persona_natural,0
P-19669,persona_juridica,0
UT-8886,union_temporal,0
P-46377,persona_juridica,0
N-15137,persona_natural,0
UT-7174,union_temporal,0
P-19521,persona_juridica,0
N-19360,persona_natural,0
P-44960,persona_juridica,0
P-51092,persona_juridica,0
P-39772,persona_juridica,0
N-05563,persona_natural,1
N-17105,persona_natural,0
N-08040,persona_natural,0
P-39198,persona_juridica,0
P-17393,persona_juridica,0
N-15451,persona_natural,1
P-24924,persona_juridica,0
P-37907,persona_juridica,0
N-20728,persona_natural,0
N-04169,persona_natural,0
P-45674,persona_juridica,1
P-31229,persona_juridica,0
UT-46209,union_temporal,0
N-04273,persona_natural,0
P-42428,persona_juridica,0
P-46364,persona_juridica,0
P-05754,persona_juridica,1
N-09930,persona_natural,0
P-28876,persona_juridica,0
N-02218,persona_natural,0
N-24983,persona_natural,0
N-15323,persona_natural,0
P-30132,persona_juridica,0
P-04859,persona_juridica,0
N-11619,persona_natural,0
P-20088,persona_juridica,0
P-29912,persona_juridica,0
N-18462,persona_natural,0
P-03618,persona_juridica,0
P-40837,persona_juridica,0
P-16870,persona_juridica,0
N-20704,persona_natural,0
P-40727,persona_juridica,0
P-49781,persona_juridica,0
P-06655,persona_juridica,0
P-33541,persona_juridica,0
N-07582,persona_natural,0
N-15557,persona_natural,0
N-25683,persona_natural,1
P-47344,persona_juridica,0
N-33812,persona_natural,0
P-10837,persona_juridica,0
P-30474,persona_juridica,0
P-05847,persona_juridica,0
P-42978,persona_juridica,0
P-02413,persona_juridica,0
P-35210,persona_juridica,0
N-20009,persona_natural,0
P-38180,persona_juridica,1
P-34554,persona_juridica,0
N-04577,persona_natural,0
P-16810,persona_juridica,0
P-29822,persona_juridica,0
N-10480,persona_natural,0
N-10166,persona_natural,0
UT-18145,union_temporal,0
UT-32632,union_temporal,0
N-14414,persona_natural,0
N-36896,persona_natural,0
N-20508,persona_natural,0
N-12821,persona_natural,0
P-44752,persona_juridica,0
P-44385,persona_juridica,0
P-04145,persona_juridica,0
N-23616,persona_natural,0
N-25543,persona_natural,0
P-05347,persona_juridica,0
N-37598,persona_natural,0
P-24242,persona_juridica,0
N-23970,persona_natural,0
P-09145,persona_juridica,0
N-23628,persona_natural,1
P-28073,persona_juridica,0
P-24874,persona_juridica,0
P-31308,persona_juridica,0
N-03914,persona_natural,0
P-28427,persona_juridica,0
N-34231,persona_natural,0
P-32399,persona_juridica,0
N-08856,persona_natural,0
P-37132,persona_juridica,0
N-05567,persona_natural,0
P-38690,persona_juridica,0
N-16125,persona_natural,0
P-38655,persona_juridica,0
UT-43627,union_temporal,0
P-36800,persona_juridica,0
P-43067,persona_juridica,0
N-16352,persona_natural,0
N-14760,persona_natural,0
P-23432,persona_juridica,0
P-34339,persona_juridica,0
P-41542,persona_juridica,0
N-27995,persona_natural,0
N-09575,persona_natural,0
P-51004,persona_juridica,1
P-14665,persona_juridica,0
N-05782,persona_natural,0
N-23148,persona_natural,0
P-47501,persona_juridica,1
P-24305,persona_juridica,0
N-33703,persona_natural,0
P-42161,persona_juridica,0
UT-43309,union_temporal,0
N-06884,persona_natural,0
P-07183,persona_juridica,0
UT-1067,union_temporal,0
P-17944,persona_juridica,0
P-39679,persona_juridica,0
P-39674,persona_juridica,0
P-29134,persona_juridica,0
P-13345,persona_juridica,0
N-03561,persona_natural,0
N-33390,persona_natural,0
P-07586,persona_juridica,0
P-05308,persona_juridica,0
N-14829,persona_natural,0
N-33859,persona_natural,0
N-27628,persona_natural,0
N-02537,persona_natural,0
N-00851,persona_natural,0
N-12130,persona_natural,0
N-03984,persona_natural,0
P-50120,persona_juridica,0
N-32587,persona_natural,0
P-39227,persona_juridica,0
P-28389,persona_juridica,0
N-27230,persona_natural,0
P-17605,persona_juridica,0
N-00608,persona_natural,0
P-44790,persona_juridica,0
N-27314,persona_natural,0
N-11170,persona_natural,0
P-35226,persona_juridica,0
P-25780,persona_juridica,0
P-05246,persona_juridica,0
P-18192,persona_juridica,0
P-29542,persona_juridica,0
P-03923,persona_juridica,1
N-01555,persona_natural,0
P-28024,persona_juridica,0
P-03109,persona_juridica,0
N-01188,persona_natural,0
P-31350,persona_juridica,0
UT-7630,union_temporal,0
P-40151,persona_juridica,0
P-10490,persona_juridica,0
P-22060,persona_juridica,0
P-45148,persona_juridica,0
P-08857,persona_juridica,0
P-20013,persona_juridica,0
N-37103,persona_natural,0
P-41777,persona_juridica,0
P-50602,persona_juridica,0
N-24485,persona_natural,0
UT-39704,union_temporal,0
P-44675,persona_juridica,0
N-33976,persona_natural,0
P-00377,persona_juridica,0
P-20581,persona_juridica,0
P-25713,persona_juridica,0
P-15961,persona_juridica,0
N-12231,persona_natural,0
P-40337,persona_juridica,0
N-25389,persona_natural,0
P-25962,persona_juridica,0
UT-17048,union_temporal,0
N-32500,persona_natural,0
N-26633,persona_natural,1
UT-29040,union_temporal,0
UT-29149,union_temporal,0
N-20279,persona_natural,0
P-13676,persona_juridica,0
N-00623,persona_natural,0
N-22118,persona_natural,0
P-08722,persona_juridica,0
P-00389,persona_juridica,0
P-50923,persona_juridica,0
N-16850,persona_natural,1
UT-20536,union_temporal,0
N-33051,persona_natural,0
P-08344,persona_juridica,0
N-01046,persona_natural,0
N-23842,persona_natural,0
UT-38569,union_temporal,0
N-19903,persona_natural,0
N-00914,persona_natural,0
N-09314,persona_natural,0
N-28171,persona_natural,0
P-22406,persona_juridica,0
UT-40316,union_temporal,0
N-20469,persona_natural,0
P-09215,persona_juridica,0
N-20398,persona_natural,0
P-01422,persona_juridica,0
P-46000,persona_juridica,0
P-47260,persona_juridica,0
P-46566,persona_juridica,0
N-15709,persona_natural,0
N-10452,persona_natural,0
N-28008,persona_natural,1
P-28825,persona_juridica,0
P-15874,persona_juridica,0
P-35856,persona_juridica,0
N-16165,persona_natural,0
P-33997,persona_juridica,0
P-50713,persona_juridica,0
P-42602,persona_juridica,1
P-49379,persona_juridica,0
N-18375,persona_natural,0
P-28675,persona_juridica,0
N-27833,persona_natural,0
P-25822,persona_juridica,0
P-41160,persona_juridica,0
N-04880,persona_natural,0
UT-19448,union_temporal,0
P-08096,persona_juridica,0
UT-42768,union_temporal,0
P-09057,persona_juridica,0
P-31862,persona_juridica,0
N-10543,persona_natural,0
P-03846,persona_juridica,0
P-27108,persona_juridica,0
N-00934,persona_natural,0
N-34478,persona_natural,0
P-06360,persona_juridica,0
N-25119,persona_natural,0
UT-19249,union_temporal,0
P-08831,persona_juridica,1
N-15576,persona_natural,0
N-12902,persona_natural,0
P-00693,persona_juridica,0
P-40249,persona_juridica,0
P-48953,persona_juridica,0
P-32573,persona_juridica,0
N-18529,persona_natural,0
N-27659,persona_natural,0
N-00221,persona_natural,0
P-22726,persona_juridica,0
N-34023,persona_natural,1
P-11324,persona_juridica,0
N-09479,persona_natural,0
P-27086,persona_juridica,0
N-18131,persona_natural,0
P-28286,persona_juridica,0
N-19522,persona_natural,0
UT-18470,union_temporal,0
P-47439,persona_juridica,0
N-06717,persona_natural,0
N-11725,persona_natural,0
P-29400,persona_juridica,0
UT-35118,union_temporal,0
UT-11052,union_temporal,0
P-26087,persona_juridica,0
N-10993,persona_natural,0
P-16628,persona_juridica,0
N-14333,persona_natural,0
P-28830,persona_juridica,0
N-21812,persona_natural,0
P-24521,persona_juridica,0
P-36891,persona_juridica,0
UT-13752,union_temporal,0
N-19829,persona_natural,0
P-11033,persona_juridica,1
P-12339,persona_juridica,0
N-34323,persona_natural,0
N-22080,persona_natural,1
P-06188,persona_juridica,0
P-02028,persona_juridica,0
P-36998,persona_juridica,0
P-01134,persona_juridica,0
P-11569,persona_juridica,0
P-20426,persona_juridica,0
N-27608,persona_natural,0
P-13166,persona_juridica,0
P-24297,persona_juridica,0
P-32682,persona_juridica,0
P-03640,persona_juridica,0
N-31177,persona_natural,0
N-19672,persona_natural,0
UT-34629,union_temporal,0
UT-13622,union_temporal,0
P-03639,persona_juridica,0
N-16228,persona_natural,0
N-12158,persona_natural,0
N-17469,persona_natural,0
P-26408,persona_juridica,0
P-21708,persona_juridica,0
P-46529,persona_juridica,0
UT-38377,union_temporal,0
N-20644,persona_natural,0
P-33354,persona_juridica,0
N-14198,persona_natural,0
P-21702,persona_juridica,0
P-02861,persona_juridica,0
P-49553,persona_juridica,0
N-34163,persona_natural,0
P-41350,persona_juridica,0
P-08993,persona_juridica,0
P-24052,persona_juridica,0
N-23703,persona_natural,0
N-13002,persona_natural,0
N-36873,persona_natural,0
N-01947,persona_natural,0
P-16415,persona_juridica,0
N-27379,persona_natural,0
UT-19060,union_temporal,0
P-49249,persona_juridica,0
P-43419,persona_juridica,0
P-04758,persona_juridica,0
P-22295,persona_juridica,0
P-00410,persona_juridica,0
N-02052,persona_natural,0
N-28912,persona_natural,0
N-33821,persona_natural,0
P-27635,persona_juridica,0
N-00016,persona_natural,0
P-23727,persona_juridica,1
P-04499,persona_juridica,0
N-08263,persona_natural,0
N-27259,persona_natural,0
N-11639,persona_natural,0
P-48421,persona_juridica,0
P-45472,persona_juridica,1
P-13634,persona_juridica,1
N-04308,persona_natural,0
P-49584,persona_juridica,0
P-11558,persona_juridica,0
P-19412,persona_juridica,0
N-36672,persona_natural,1
P-42950,persona_juridica,0
N-09381,persona_natural,0
N-00530,persona_natural,0
N-23969,persona_natural,0
N-24454,persona_natural,0
N-02120,persona_natural,0
P-13216,persona_juridica,0
P-43535,persona_juridica,0
N-10965,persona_natural,0
N-37680,persona_natural,0
P-13019,persona_juridica,0
P-39858,persona_juridica,0
N-15442,persona_natural,0
P-24339,persona_juridica,0
P-32110,persona_juridica,0
P-22745,persona_juridica,0
UT-2534,union_temporal,0
N-23744,persona_natural,0
N-33071,persona_natural,0
P-28625,persona_juridica,0
P-17521,persona_juridica,1
N-32174,persona_natural,0
P-46530,persona_juridica,0
P-30204,persona_juridica,0
P-19455,persona_juridica,1
P-32889,persona_juridica,0
P-19211,persona_juridica,1
P-15308,persona_juridica,0
P-07483,persona_juridica,0
P-10910,persona_juridica,0
P-12213,persona_juridica,0
P-17158,persona_juridica,0
P-22056,persona_juridica,0
P-41304,persona_juridica,0
P-49131,persona_juridica,0
P-48386,persona_juridica,0
P-10022,persona_juridica,0
P-45984,persona_juridica,0
N-10977,persona_natural,0
P-05934,persona_juridica,0
P-21672,persona_juridica,0
P-40629,persona_juridica,0
UT-7667,union_temporal,0
P-01777,persona_juridica,0
N-33136,persona_natural,1
N-12421,persona_natural,0
N-33475,persona_natural,0
N-06822,persona_natural,0
N-04693,persona_natural,0
N-31130,persona_natural,0
UT-7531,union_temporal,0
P-20464,persona_juridica,0
P-04623,persona_juridica,0
N-18829,persona_natural,0
P-51364,persona_juridica,0
P-28432,persona_juridica,0
N-30791,persona_natural,0
P-43524,persona_juridica,0
N-33285,persona_natural,0
N-35137,persona_natural,0
N-36771,persona_natural,0
P-48140,persona_juridica,0
P-13851,persona_juridica,0
N-10181,persona_natural,0
N-18352,persona_natural,0
P-43421,persona_juridica,0
N-12201,persona_natural,0
UT-29229,union_temporal,0
P-31047,persona_juridica,0
P-18169,persona_juridica,0
P-36198,persona_juridica,0
N-06816,persona_natural,0
N-00903,persona_natural,0
P-05126,persona_juridica,0
N-11093,persona_natural,0
P-44534,persona_juridica,0
P-24168,persona_juridica,0
N-09885,persona_natural,0
N-05647,persona_natural,0
P-41143,persona_juridica,0
N-03425,persona_natural,1
P-37170,persona_juridica,0
P-11448,persona_juridica,0
P-19981,persona_juridica,0
N-13393,persona_natural,0
N-03361,persona_natural,0
P-47370,persona_juridica,0
N-21063,persona_natural,0
P-33270,persona_juridica,1
N-25496,persona_natural,0
N-30611,persona_natural,0
P-09087,persona_juridica,0
P-37272,persona_juridica,1
P-41856,persona_juridica,0
UT-19133,union_temporal,0
P-49714,persona_juridica,1
UT-21262,union_temporal,0
P-50199,persona_juridica,0
P-22337,persona_juridica,1
P-18623,persona_juridica,0
N-00827,persona_natural,0
N-36712,persona_natural,0
P-33776,persona_juridica,0
P-19331,persona_juridica,0
N-12064,persona_natural,0
N-26581,persona_natural,0
UT-40154,union_temporal,0
N-10119,persona_natural,0
N-03266,persona_natural,0
P-35741,persona_juridica,0
P-00590,persona_juridica,0
P-47242,persona_juridica,0
P-09320,persona_juridica,0
UT-23527,union_temporal,0
N-26230,persona_natural,1
P-44306,persona_juridica,0
N-32450,persona_natural,0
P-07889,persona_juridica,0
N-20095,persona_natural,0
P-22037,persona_juridica,1
P-45524,persona_juridica,0
P-37382,persona_juridica,0
UT-13775,union_temporal,0
P-34950,persona_juridica,0
P-25204,persona_juridica,0
N-17835,persona_natural,0
P-28104,persona_juridica,1
P-25377,persona_juridica,0
P-44506,persona_juridica,0
P-14976,persona_juridica,0
P-16460,persona_juridica,0
N-10658,persona_natural,1
P-15827,persona_juridica,1
P-20350,persona_juridica,0
P-48958,persona_juridica,0
P-09849,persona_juridica,0
N-20851,persona_natural,0
P-24771,persona_juridica,0
N-26769,persona_natural,0
N-28552,persona_natural,0
P-00337,persona_juridica,0
P-46783,persona_juridica,0
P-12568,persona_juridica,0
N-11632,persona_natural,0
UT-43804,union_temporal,0
N-22657,persona_natural,0
P-29981,persona_juridica,0
P-02676,persona_juridica,0
P-51371,persona_juridica,0
N-33190,persona_natural,0
P-30989,persona_juridica,0
UT-37236,union_temporal,0
P-05552,persona_juridica,1
N-06910,persona_natural,0
N-04522,persona_natural,0
P-19560,persona_juridica,0
N-14043,persona_natural,0
P-09341,persona_juridica,0
P-36994,persona_juridica,0
P-26652,persona_juridica,0
N-05597,persona_natural,0
P-47120,persona_juridica,1
N-29798,persona_natural,0
P-16315,persona_juridica,0
N-35307,persona_natural,0
N-22601,persona_natural,0
P-46994,persona_juridica,0
UT-13879,union_temporal,0
P-29739,persona_juridica,0
P-34972,persona_juridica,0
N-20995,persona_natural,0
N-02387,persona_natural,0
P-46355,persona_juridica,0
P-26776,persona_juridica,0
N-08967,persona_natural,0
P-18577,persona_juridica,0
N-23761,persona_natural,0
N-18179,persona_natural,0
N-10176,persona_natural,0
N-29412,persona_natural,1
N-21574,persona_natural,0
P-46632,persona_juridica,0
P-33832,persona_juridica,0
N-18864,persona_natural,0
P-08456,persona_juridica,0
P-25050,persona_juridica,0
P-34085,persona_juridica,0
P-21680,persona_juridica,0
N-21792,persona_natural,0
P-15854,persona_juridica,0
UT-39161,union_temporal,0
N-23877,persona_natural,0
P-17303,persona_juridica,1
N-18840,persona_natural,0
N-13476,persona_natural,0
P-10037,persona_juridica,0
N-07984,persona_natural,0
N-27110,persona_natural,0
P-46463,persona_juridica,0
P-15183,persona_juridica,0
P-32876,persona_juridica,0
P-18513,persona_juridica,0
P-36222,persona_juridica,0
N-29706,persona_natural,0
P-33213,persona_juridica,0
UT-12174,union_temporal,0
P-05053,persona_juridica,0
N-29647,persona_natural,0
P-35792,persona_juridica,0
